Date,Week,Month,Quarter,Year,Channel,Channel_Type,Campaign,Campaign_Objective,Target_Audience,Impressions,Reach,Clicks,CTR_Pct,CPC,Spend,Leads,CPL,MQLs,SQLs,Opportunities,Deals_Closed,Revenue_Attributed,ROI_Pct,ROAS,Conversion_Rate_Pct,Avg_Order_Value,Bounce_Rate_Pct,Time_On_Page_Sec,Video_Views,Email_Open_Rate_Pct,Email_CTR_Pct,Unsubscribes,Social_Shares,Comments,Brand_Mentions,Attribution_Model
2022-02-01,5,February,Q1,2022,Webinar,Earned,Holiday Push,Conversion,CFO,685674,603031,17691,2.58,4.65,82250.06,453,181.57,233,88,33,6,243351.27,195.9,2.96,2.57,7374.28,55.7,510,1584,0,0,0,1003,349,871,Linear
2023-04-10,15,April,Q2,2023,Email,Owned,Brand Awareness Q1,Brand,Enterprise VP,2039758,1349925,145918,7.15,11.89,1734909.5,16432,105.58,4368,1439,409,144,431725.32,-75.1,0.25,11.26,1055.56,33.6,328,9826,34.0,6.1,182,4446,358,364,Data-Driven
2024-04-26,17,April,Q2,2024,Twitter/X,Earned,Product Launch,Brand,CFO,578297,446333,34712,6.0,8.09,280842.55,699,401.78,400,141,16,2,229693.07,-18.2,0.82,2.02,14355.82,56.4,242,7476,0,0,0,3580,500,940,Last Touch
2024-11-20,47,November,Q4,2024,LinkedIn,Earned,Lead Magnet,Conversion,CFO,4120177,3160276,299646,7.27,8.96,2684494.56,4480,599.22,2544,672,99,46,408991.38,-84.8,0.15,1.5,4131.23,46.3,316,7380,0,0,0,1693,351,120,Linear
2024-12-11,50,December,Q4,2024,Email,Owned,Partner Co-Mktg,Retention,Developer,3325764,2991209,155207,4.67,4.99,774480.19,9603,80.65,5218,1444,343,138,1650862.89,113.2,2.13,6.19,4813.01,44.1,23,7361,25.1,11.0,41,4502,436,158,First Touch
2023-01-06,1,January,Q1,2023,Twitter/X,Earned,Holiday Push,Upsell,Developer,4520497,3067052,65680,1.45,8.92,586188.28,7360,79.65,4000,1404,504,139,5531453.81,843.6,9.44,11.21,10975.11,45.6,240,9809,0,0,0,1687,101,870,First Touch
2023-09-06,36,September,Q3,2023,Influencer,Paid,Partner Co-Mktg,Brand,CFO,3022183,2305696,161047,5.33,14.98,2411735.23,9243,260.93,2462,1054,390,193,3243743.22,34.5,1.34,5.74,8317.29,25.7,227,4134,0,0,0,2167,105,348,Data-Driven
2023-07-22,29,July,Q3,2023,YouTube,Earned,Nurture Series,Lead Gen,CTO,4718934,2872541,56003,1.19,14.52,812911.93,4612,176.26,2732,1200,246,62,861835.1,6.0,1.06,8.24,3503.39,34.1,590,357674,0,0,0,723,242,775,First Touch
2023-09-21,38,September,Q3,2023,Podcast,Earned,ABM Enterprise,Upsell,Developer,1892838,1490850,121513,6.42,4.16,505505.5,13909,36.34,3309,1346,428,106,5049540.56,898.9,9.99,11.45,11797.99,75.9,190,1200,0,0,0,2021,255,587,Last Touch
2022-08-02,31,August,Q3,2022,Email,Owned,Holiday Push,Retention,CFO,3441278,2651115,67127,1.95,10.5,704534.01,3155,223.31,1257,435,103,25,1095250.67,55.5,1.55,4.7,10633.5,53.5,93,3418,43.3,5.3,124,2104,304,74,Data-Driven
2023-12-10,49,December,Q4,2023,Email,Owned,Retargeting Wave,Upsell,SMB Owner,4660014,2814162,31508,0.68,8.44,265991.3,2201,120.85,702,231,57,24,173303.22,-34.8,0.65,6.99,3040.41,71.0,137,5952,44.6,1.5,19,671,114,624,First Touch
2023-11-16,46,November,Q4,2023,SEO,Owned,Summer Sale,Conversion,SMB Owner,4410805,3445335,341953,7.75,4.96,1697234.62,10319,164.48,2884,1417,353,47,1252279.96,-26.2,0.74,3.02,3547.54,71.8,557,6451,0,0,0,796,409,956,Time Decay
2023-05-28,21,May,Q2,2023,Trade Show,Earned,Retargeting Wave,Upsell,Enterprise VP,156593,137275,4445,2.84,9.62,42752.85,435,98.28,191,92,18,4,326913.41,664.7,7.65,9.81,18161.86,56.8,410,7565,0,0,0,1893,198,462,Last Touch
2022-03-16,11,March,Q1,2022,YouTube,Earned,ABM Enterprise,Upsell,Developer,3309496,2369884,45879,1.39,12.11,555776.86,4302,129.19,1648,543,90,29,349406.54,-37.1,0.63,9.38,3882.29,78.9,293,477716,0,0,0,2974,317,480,First Touch
2024-01-16,3,January,Q1,2024,Content,Owned,Lead Magnet,Brand,Developer,3724966,3313427,191294,5.14,2.78,531005.19,20355,26.09,7872,1854,564,208,3672182.58,591.6,6.92,10.64,6510.96,32.3,207,6778,0,0,0,37,418,989,Data-Driven
2024-05-18,20,May,Q2,2024,Podcast,Earned,Demand Gen,Conversion,Enterprise VP,2855909,2231850,101306,3.55,8.5,861248.69,6986,123.28,3187,1163,379,68,447675.26,-48.0,0.52,6.9,1181.2,40.8,407,7845,0,0,0,4842,150,849,Last Touch
2023-02-03,5,February,Q1,2023,Webinar,Earned,ABM Enterprise,Upsell,IT Manager,2297856,1936041,58286,2.54,7.69,448491.61,1661,270.01,465,161,56,23,746375.38,66.4,1.66,2.85,13328.13,64.1,550,7281,0,0,0,3172,197,633,Linear
2023-06-27,26,June,Q2,2023,Trade Show,Earned,Brand Awareness Q1,Lead Gen,CFO,657884,399372,20503,3.12,12.71,260560.53,2029,128.42,599,273,101,24,1751230.94,572.1,6.72,9.9,17338.92,46.6,193,9838,0,0,0,45,286,742,Linear
2024-12-09,50,December,Q4,2024,YouTube,Earned,Nurture Series,Upsell,Developer,3342717,2950130,95640,2.86,3.79,362606.12,7518,48.23,2504,521,121,49,1982882.79,446.8,5.47,7.86,16387.46,48.9,27,196396,0,0,0,1880,272,221,Last Touch
2024-12-28,52,December,Q4,2024,Content,Owned,Brand Awareness Q1,Conversion,Developer,3380884,2820471,164060,4.85,3.2,525759.88,12597,41.74,3767,1432,273,79,4077662.3,675.6,7.76,7.68,14936.49,47.5,76,4502,0,0,0,715,180,1,Time Decay
2023-03-24,12,March,Q1,2023,LinkedIn,Earned,Demand Gen,Retention,Enterprise VP,2161635,1674030,146736,6.79,5.06,741938.01,2208,336.02,1093,264,54,9,269675.41,-63.7,0.36,1.5,4993.99,73.5,424,7655,0,0,0,2303,331,437,Linear
2024-03-18,12,March,Q1,2024,Webinar,Earned,Nurture Series,Brand,CFO,314253,244611,7407,2.36,12.84,95076.89,849,111.99,476,123,41,16,515655.25,442.4,5.42,11.47,12576.96,62.5,310,1143,0,0,0,437,449,90,First Touch
2023-01-02,1,January,Q1,2023,Twitter/X,Earned,Demand Gen,Conversion,SMB Owner,4104984,3548125,154822,3.77,7.5,1161569.33,10630,109.27,5026,1904,256,74,1620756.26,39.5,1.4,6.87,6331.08,58.0,227,8492,0,0,0,1608,120,883,First Touch
2024-05-24,21,May,Q2,2024,Meta Ads,Paid,Retargeting Wave,Conversion,CTO,2212117,1954960,52805,2.39,13.4,707427.21,3125,226.38,1444,405,155,71,1673697.12,136.6,2.37,5.92,10798.05,60.1,207,6715,0,0,0,259,95,778,Time Decay
2022-03-01,9,March,Q1,2022,Influencer,Paid,Demand Gen,Brand,CMO,3385699,2640554,235488,6.96,7.32,1723862.17,13563,127.1,5264,1812,527,103,9659329.83,460.3,5.6,5.76,18328.9,63.1,117,3578,0,0,0,4669,56,130,Last Touch
2024-10-04,40,October,Q4,2024,Trade Show,Earned,Retargeting Wave,Retention,IT Manager,2127961,1873780,68719,3.23,9.85,676663.17,4624,146.34,1475,592,183,50,3538784.95,423.0,5.23,6.73,19337.62,40.1,537,191,0,0,0,4008,296,67,First Touch
2024-04-08,15,April,Q2,2024,Twitter/X,Earned,Demand Gen,Conversion,IT Manager,3049128,2315118,42483,1.39,0.93,39698.49,2421,16.4,523,110,26,5,116927.36,194.5,2.95,5.7,4497.21,78.1,30,3735,0,0,0,2083,264,861,Linear
2024-08-05,32,August,Q3,2024,Email,Owned,Holiday Push,Lead Gen,SMB Owner,3632088,2242184,271415,7.47,5.26,1428773.91,11215,127.4,5286,2433,883,91,11120259.91,678.3,7.78,4.13,12593.73,27.1,482,9078,44.8,8.1,169,3194,411,262,Last Touch
2022-06-19,24,June,Q2,2022,Webinar,Earned,Demand Gen,Upsell,Enterprise VP,4131952,3188878,251286,6.08,5.22,1312094.72,19765,66.38,10504,5088,2025,458,36107311.09,2651.9,27.52,7.87,17830.77,64.5,240,392,0,0,0,1637,95,995,First Touch
2024-08-02,31,August,Q3,2024,Twitter/X,Earned,ABM Enterprise,Lead Gen,CMO,3119402,2651558,117534,3.77,12.75,1498412.07,11839,126.57,3099,1195,399,143,1165821.92,-22.2,0.78,10.07,2921.86,73.9,431,6243,0,0,0,1604,112,21,Data-Driven
2022-12-05,49,December,Q4,2022,Email,Owned,Summer Sale,Conversion,CFO,3005937,2529580,206587,6.87,6.29,1300151.89,8081,160.89,1626,444,103,44,1342296.8,3.2,1.03,3.91,13032.01,68.3,494,3415,47.0,1.4,37,4991,182,220,First Touch
2023-10-31,44,October,Q4,2023,Google Ads,Paid,Partner Co-Mktg,Upsell,CMO,185479,156233,4992,2.69,3.41,17007.39,414,41.08,170,69,22,2,308240.31,1712.4,18.12,8.31,14010.92,51.7,147,533,0,0,0,4641,121,931,First Touch
2023-12-11,50,December,Q4,2023,SEO,Owned,Retargeting Wave,Upsell,Developer,4452722,3373518,118403,2.66,7.0,828840.91,13104,63.25,4502,1922,472,188,4350840.52,424.9,5.25,11.07,9217.88,36.3,357,5364,0,0,0,1939,269,849,First Touch
2024-02-07,6,February,Q1,2024,Meta Ads,Paid,Product Launch,Upsell,CFO,4495482,3868011,75349,1.68,2.61,196466.86,6377,30.81,3225,1487,343,47,2007411.75,921.8,10.22,8.46,5852.51,40.6,391,5982,0,0,0,3825,351,428,Data-Driven
2024-12-13,50,December,Q4,2024,Twitter/X,Earned,Lead Magnet,Conversion,Developer,665929,460156,20138,3.02,5.41,108896.09,292,372.93,64,22,5,1,73473.26,-32.5,0.67,1.45,14694.65,47.2,125,5547,0,0,0,122,422,725,Linear
2024-11-15,46,November,Q4,2024,Podcast,Earned,Nurture Series,Retention,Enterprise VP,2364279,1624600,115590,4.89,2.17,250756.99,10221,24.53,3374,705,191,37,2532839.16,910.1,10.1,8.84,13260.94,39.9,474,6766,0,0,0,4879,476,369,Linear
2023-12-23,51,December,Q4,2023,YouTube,Earned,Holiday Push,Retention,Developer,1765376,1233857,57586,3.26,5.32,306547.46,3811,80.44,2071,729,228,63,3066353.71,900.3,10.0,6.62,13448.92,70.2,528,489565,0,0,0,4039,139,381,Data-Driven
2023-01-04,1,January,Q1,2023,Content,Owned,Retargeting Wave,Retention,SMB Owner,2382289,1765231,169032,7.1,2.2,372435.56,5721,65.1,2167,986,316,36,5162985.44,1286.3,13.86,3.39,16338.56,49.6,311,5422,0,0,0,2983,307,291,Data-Driven
2023-09-28,39,September,Q3,2023,YouTube,Earned,ABM Enterprise,Retention,Enterprise VP,3491119,2980145,138382,3.96,4.34,601228.07,12338,48.73,6872,2274,317,46,4347977.06,623.2,7.23,8.92,13716.02,39.8,246,180096,0,0,0,244,476,172,Time Decay
2024-06-01,22,June,Q2,2024,Trade Show,Earned,Product Launch,Retention,IT Manager,2211460,1566010,114564,5.18,11.97,1371663.83,5879,233.32,1467,361,120,50,418121.78,-69.5,0.3,5.13,3484.35,76.5,396,1854,0,0,0,1654,141,105,Time Decay
2022-04-12,15,April,Q2,2022,Google Ads,Paid,ABM Enterprise,Retention,Developer,2844610,1866636,74582,2.62,5.79,431515.56,5304,81.36,2737,837,240,35,1693471.57,292.4,3.92,7.11,7056.13,79.5,239,3334,0,0,0,3055,406,993,Time Decay
2024-04-29,18,April,Q2,2024,Webinar,Earned,Brand Awareness Q1,Upsell,IT Manager,4270588,3534935,38638,0.9,12.4,478933.34,2990,160.18,1505,437,149,17,1761227.52,267.7,3.68,7.74,11820.32,32.1,505,1454,0,0,0,3035,466,337,Time Decay
2023-10-20,42,October,Q4,2023,LinkedIn,Earned,Lead Magnet,Lead Gen,Developer,785248,487301,40778,5.19,8.9,362791.04,3023,120.01,874,320,117,43,1834502.61,405.7,5.06,7.41,15679.51,22.2,550,8293,0,0,0,4475,179,661,First Touch
2022-06-30,26,June,Q2,2022,Google Ads,Paid,Product Launch,Retention,CFO,3092653,1900578,101703,3.29,11.56,1175263.59,3219,365.1,744,172,60,20,232657.51,-80.2,0.2,3.17,3877.63,31.4,263,3557,0,0,0,4674,221,248,Time Decay
2022-03-29,13,March,Q1,2022,LinkedIn,Earned,Summer Sale,Upsell,SMB Owner,21459,16834,1178,5.49,13.4,15782.1,82,192.46,37,13,4,1,79554.07,404.1,5.04,6.98,19888.52,37.0,480,8515,0,0,0,813,385,774,Time Decay
2024-07-16,29,July,Q3,2024,Webinar,Earned,Summer Sale,Lead Gen,CFO,3391513,2224508,80158,2.36,13.29,1065185.0,8566,124.35,4469,1884,495,201,3133381.74,194.2,2.94,10.69,6330.06,46.1,512,4556,0,0,0,1219,372,835,Time Decay
2023-09-21,38,September,Q3,2023,SEO,Owned,Partner Co-Mktg,Lead Gen,IT Manager,252541,196518,6142,2.43,9.9,60802.98,192,316.68,90,22,5,1,82492.02,35.7,1.36,3.14,16498.4,51.1,582,7772,0,0,0,3634,422,875,Linear
2023-07-13,28,July,Q3,2023,YouTube,Earned,Retargeting Wave,Upsell,SMB Owner,4752964,3854375,83924,1.77,6.13,514325.74,4955,103.8,1166,559,99,19,1623721.32,215.7,3.16,5.9,16401.23,68.6,358,423669,0,0,0,3581,206,318,Last Touch
2023-02-06,6,February,Q1,2023,YouTube,Earned,Partner Co-Mktg,Conversion,Developer,2342669,2076881,13511,0.58,2.71,36650.57,698,52.51,361,154,54,13,1015496.08,2670.8,27.71,5.17,18805.48,45.1,551,33489,0,0,0,997,338,550,Last Touch
2022-10-12,41,October,Q4,2022,YouTube,Earned,Product Launch,Brand,CMO,1224848,906771,28446,2.32,11.7,332693.29,2256,147.47,1246,300,64,12,644325.39,93.7,1.94,7.93,10067.58,62.4,296,27909,0,0,0,3168,345,729,First Touch
2023-02-22,8,February,Q1,2023,Podcast,Earned,Nurture Series,Conversion,CFO,3471146,2690959,145425,4.19,4.86,707001.65,15583,45.37,6363,1896,474,177,712624.1,0.8,1.01,10.72,1503.43,74.8,353,7362,0,0,0,3271,333,839,Linear
2024-07-31,31,July,Q3,2024,Podcast,Earned,Holiday Push,Retention,CFO,3233743,2560297,152379,4.71,0.53,80893.44,16386,4.94,5488,2496,348,165,2858535.1,3433.7,35.34,10.75,8214.18,35.8,444,3673,0,0,0,1356,239,37,Linear
2024-04-21,16,April,Q2,2024,Meta Ads,Paid,Demand Gen,Retention,IT Manager,2143115,1446641,165362,7.72,5.65,934197.59,17711,52.75,9207,2331,276,106,950281.26,1.7,1.02,10.71,3443.05,71.9,160,830,0,0,0,2044,166,84,Data-Driven
2022-07-09,27,July,Q3,2022,YouTube,Earned,Demand Gen,Conversion,CTO,4427511,3378310,137563,3.11,14.19,1951856.53,1704,1145.46,572,178,23,8,111873.45,-94.3,0.06,1.24,4864.06,79.3,210,436708,0,0,0,1522,363,576,Data-Driven
2024-09-01,35,September,Q3,2024,Webinar,Earned,Retargeting Wave,Lead Gen,SMB Owner,3446676,2167051,200825,5.83,3.47,696817.17,20878,33.38,9784,3987,455,118,2704251.33,288.1,3.88,10.4,5943.41,75.2,537,1268,0,0,0,4022,22,39,Linear
2022-11-06,44,November,Q4,2022,LinkedIn,Earned,Partner Co-Mktg,Conversion,SMB Owner,684852,533896,30582,4.47,5.57,170304.74,3334,51.08,1539,692,130,30,2173824.44,1176.4,12.76,10.9,16721.73,28.0,39,2952,0,0,0,2878,315,635,Time Decay
2022-07-15,28,July,Q3,2022,Meta Ads,Paid,Holiday Push,Conversion,CTO,2433124,1621062,51503,2.12,13.6,700528.65,3369,207.93,934,274,98,26,1248173.83,78.2,1.78,6.54,12736.47,20.7,176,2292,0,0,0,890,205,562,Data-Driven
2024-07-22,30,July,Q3,2024,SEO,Owned,Nurture Series,Lead Gen,CTO,2846015,2228078,185754,6.53,3.42,634704.91,11254,56.4,3522,1176,458,127,1613283.39,154.2,2.54,6.06,3522.45,34.9,109,2942,0,0,0,3389,217,421,Linear
2024-03-26,13,March,Q1,2024,Google Ads,Paid,Nurture Series,Retention,CFO,1473484,1030741,31863,2.16,6.32,201525.18,3488,57.78,2048,618,65,10,999393.25,395.9,4.96,10.95,15375.28,47.4,162,887,0,0,0,1982,207,644,Time Decay
2022-04-28,17,April,Q2,2022,LinkedIn,Earned,Partner Co-Mktg,Upsell,IT Manager,3815254,2336846,226251,5.93,2.13,482967.13,2454,196.81,1433,674,238,78,4377140.61,806.3,9.06,1.08,18391.35,39.2,97,1163,0,0,0,1456,42,714,Data-Driven
2022-07-07,27,July,Q3,2022,Webinar,Earned,Retargeting Wave,Lead Gen,CTO,3806408,3002849,267257,7.02,9.18,2454223.78,26490,92.65,15595,4826,1634,405,19117501.64,679.0,7.79,9.91,11699.82,51.8,347,1341,0,0,0,3429,169,484,First Touch
2024-06-24,26,June,Q2,2024,YouTube,Earned,Partner Co-Mktg,Upsell,Developer,2490738,1744259,47637,1.91,12.98,618325.85,4177,148.03,1215,296,45,21,622187.13,0.6,1.01,8.77,13826.38,39.9,133,300698,0,0,0,201,73,738,First Touch
2023-09-16,37,September,Q3,2023,Meta Ads,Paid,Partner Co-Mktg,Conversion,Enterprise VP,544525,367197,15913,2.92,4.92,78281.33,1042,75.13,533,122,34,16,143209.58,82.9,1.83,6.55,4212.05,32.2,263,106,0,0,0,2586,246,725,Linear
2023-09-12,37,September,Q3,2023,Email,Owned,Retargeting Wave,Retention,IT Manager,3905580,2382018,224734,5.75,1.27,284863.91,16527,17.24,6876,1956,433,155,8582774.53,2912.9,30.13,7.35,19821.65,25.8,493,175,43.1,11.5,112,503,56,838,Last Touch
2023-11-30,48,November,Q4,2023,Influencer,Paid,Holiday Push,Brand,IT Manager,1423850,1128519,66045,4.64,10.36,684189.33,6508,105.13,3547,1688,486,213,5601272.17,718.7,8.19,9.85,11525.25,42.4,561,1776,0,0,0,3719,193,619,Time Decay
2024-02-07,6,February,Q1,2024,Google Ads,Paid,Summer Sale,Brand,Enterprise VP,2975650,2095299,149743,5.03,7.66,1146570.17,13678,83.83,8031,3471,595,145,9155703.03,698.5,7.99,9.13,15387.74,69.5,105,6200,0,0,0,4969,393,561,Last Touch
2023-05-22,21,May,Q2,2023,Influencer,Paid,Nurture Series,Conversion,CTO,618704,442813,25743,4.16,3.57,91961.57,2775,33.14,874,305,78,29,1124062.75,1122.3,12.22,10.78,14411.06,68.1,323,5815,0,0,0,1222,378,342,Data-Driven
2023-02-19,7,February,Q1,2023,Content,Owned,Brand Awareness Q1,Retention,SMB Owner,3919189,3387044,25902,0.66,7.71,199787.65,2938,68.0,1036,321,87,19,708456.06,254.6,3.55,11.35,8143.17,28.8,206,7375,0,0,0,906,297,677,Last Touch
2024-04-21,16,April,Q2,2024,Google Ads,Paid,Demand Gen,Brand,Enterprise VP,1080365,686314,84662,7.84,12.54,1061477.25,6971,152.27,3590,1600,191,94,2185365.38,105.9,2.06,8.23,11441.7,73.2,245,7143,0,0,0,26,300,664,First Touch
2023-07-25,30,July,Q3,2023,YouTube,Earned,Product Launch,Upsell,CTO,30260,21285,1999,6.61,1.48,2948.58,122,24.17,26,6,0,0,0.0,-100.0,0.0,6.14,0.0,60.1,556,242133,0,0,0,3808,421,502,Time Decay
2022-04-12,15,April,Q2,2022,Meta Ads,Paid,Partner Co-Mktg,Upsell,IT Manager,2329092,1611202,128861,5.53,7.23,931679.89,11177,83.36,4499,2088,271,30,3111562.12,234.0,3.34,8.67,11481.78,49.5,227,5209,0,0,0,4871,185,399,Data-Driven
2022-08-18,33,August,Q3,2022,YouTube,Earned,Lead Magnet,Retention,Developer,1403899,961239,22739,1.62,5.63,128122.14,2268,56.49,1219,598,125,39,647885.45,405.7,5.06,9.98,5183.08,60.2,198,184395,0,0,0,367,24,507,Linear
2022-08-05,31,August,Q3,2022,Webinar,Earned,Product Launch,Brand,IT Manager,3918275,3205468,239114,6.1,13.25,3168157.77,21394,148.09,7839,2679,559,114,1594619.88,-49.7,0.5,8.95,2852.63,47.0,308,8177,0,0,0,3695,310,244,Linear
2023-11-14,46,November,Q4,2023,Twitter/X,Earned,Product Launch,Brand,Developer,4615288,2880291,129307,2.8,8.29,1071590.54,6596,162.46,2913,1098,357,64,1413774.69,31.9,1.32,5.1,3960.15,61.8,280,6976,0,0,0,4734,63,152,Time Decay
2024-10-02,40,October,Q4,2024,Meta Ads,Paid,Summer Sale,Lead Gen,Developer,4844000,3713090,56570,1.17,6.59,372983.89,4207,88.66,1159,360,109,35,506992.43,35.9,1.36,7.44,4651.31,22.4,422,8689,0,0,0,1086,263,816,Time Decay
2024-02-05,6,February,Q1,2024,Email,Owned,Holiday Push,Conversion,IT Manager,1975860,1484373,58696,2.97,5.31,311470.38,3321,93.79,892,214,64,9,999888.94,221.0,3.21,5.66,15623.26,53.5,432,9681,44.2,9.2,74,3017,62,462,Last Touch
2022-12-05,49,December,Q4,2022,LinkedIn,Earned,Lead Magnet,Conversion,Enterprise VP,1153971,942063,55881,4.84,1.7,94953.49,4522,21.0,1828,549,208,91,3321283.25,3397.8,34.98,8.09,15967.71,42.4,76,5181,0,0,0,2667,494,493,Time Decay
2024-09-15,37,September,Q3,2024,YouTube,Earned,Retargeting Wave,Upsell,Enterprise VP,662673,412810,26109,3.94,3.46,90224.35,2887,31.25,1350,355,103,38,466046.05,416.5,5.17,11.06,4524.72,49.7,52,449340,0,0,0,4813,72,921,Time Decay
2022-11-20,46,November,Q4,2022,Google Ads,Paid,Partner Co-Mktg,Lead Gen,SMB Owner,2279965,1543478,99560,4.37,11.13,1108058.68,3055,362.7,1333,608,143,25,1053996.26,-4.9,0.95,3.07,7370.6,26.0,568,6186,0,0,0,3773,499,4,Data-Driven
2023-10-08,40,October,Q4,2023,Content,Owned,Brand Awareness Q1,Brand,CTO,140021,96607,4897,3.5,11.51,56343.64,171,329.49,97,38,6,2,96818.26,71.8,1.72,3.51,16136.38,66.8,505,4267,0,0,0,1580,178,285,Data-Driven
2022-11-04,44,November,Q4,2022,Meta Ads,Paid,Lead Magnet,Brand,CMO,12717,11290,165,1.3,8.11,1337.54,2,668.77,0,0,0,0,0.0,-100.0,0.0,1.78,0.0,71.8,271,6057,0,0,0,3672,497,976,Linear
2023-03-07,10,March,Q1,2023,Podcast,Earned,Holiday Push,Conversion,IT Manager,2573670,1585285,166627,6.47,13.37,2228172.03,3087,721.79,727,301,33,4,137897.66,-93.8,0.06,1.85,4178.72,78.7,441,4690,0,0,0,1321,196,191,Linear
2023-11-16,46,November,Q4,2023,Content,Owned,Partner Co-Mktg,Upsell,Enterprise VP,2381958,1926360,86267,3.62,2.86,246608.25,9517,25.91,5563,2498,505,79,2720878.76,1003.3,11.03,11.03,5387.88,35.0,311,64,0,0,0,4015,428,880,First Touch
2024-06-29,26,June,Q2,2024,Email,Owned,Nurture Series,Retention,Enterprise VP,2476510,1522747,54930,2.22,6.08,334048.92,6066,55.07,3441,1515,572,208,9579515.21,2767.7,28.68,11.04,16747.4,45.0,275,9350,31.0,14.8,13,3616,295,792,Linear
2022-08-10,32,August,Q3,2022,Webinar,Earned,Nurture Series,Brand,IT Manager,1593877,1117923,48290,3.03,1.58,76351.32,3842,19.87,1902,802,80,10,305912.9,300.7,4.01,7.96,3823.91,50.9,365,7145,0,0,0,2073,340,849,First Touch
2024-12-18,51,December,Q4,2024,Influencer,Paid,ABM Enterprise,Upsell,Developer,2817693,2469164,71107,2.52,3.28,233252.45,5983,38.99,2237,688,234,54,758003.07,225.0,3.25,8.42,3239.33,45.9,347,9042,0,0,0,954,224,662,Data-Driven
2022-07-22,29,July,Q3,2022,Twitter/X,Earned,Product Launch,Brand,Developer,3131715,2428547,186421,5.95,8.46,1576685.77,13467,117.08,6485,1642,559,81,6739667.41,327.5,4.27,7.22,12056.65,61.1,309,2621,0,0,0,4672,298,932,Data-Driven
2023-07-08,27,July,Q3,2023,Podcast,Earned,Lead Magnet,Upsell,CMO,948099,733967,25375,2.68,4.62,117271.42,2350,49.9,673,238,49,10,696476.74,493.9,5.94,9.26,14213.81,30.1,349,2520,0,0,0,46,463,123,Last Touch
2022-03-04,9,March,Q1,2022,Meta Ads,Paid,Demand Gen,Upsell,SMB Owner,3777757,2709789,104446,2.76,1.12,117282.2,1637,71.64,918,361,112,27,1007874.12,759.4,8.59,1.57,8998.88,37.8,95,8887,0,0,0,1203,237,191,Data-Driven
2022-09-13,37,September,Q3,2022,Email,Owned,Lead Magnet,Brand,CFO,3235522,2127085,127090,3.93,10.19,1294584.38,14543,89.02,8444,4001,774,123,4509059.35,248.3,3.48,11.44,5825.66,26.8,46,1558,13.9,1.9,80,1125,111,104,Linear
2024-04-04,14,April,Q2,2024,Podcast,Earned,Nurture Series,Retention,CMO,1433987,1265924,102588,7.15,3.92,402086.19,3091,130.08,928,384,39,11,114854.73,-71.4,0.29,3.01,2944.99,24.9,268,2590,0,0,0,82,71,320,Last Touch
2023-06-03,22,June,Q2,2023,LinkedIn,Earned,Retargeting Wave,Upsell,Developer,2028875,1543119,91841,4.53,6.89,633212.97,1315,481.53,498,157,30,10,93750.1,-85.2,0.15,1.43,3125.0,74.6,456,6473,0,0,0,3848,154,53,Data-Driven
2024-10-19,42,October,Q4,2024,Trade Show,Earned,Retargeting Wave,Brand,Developer,1125858,800610,11965,1.06,7.01,83849.63,564,148.67,291,131,15,1,78022.33,-6.9,0.93,4.72,5201.49,61.3,524,2369,0,0,0,2323,408,473,Last Touch
2023-12-07,49,December,Q4,2023,SEO,Owned,Lead Magnet,Lead Gen,IT Manager,1534830,1380467,57432,3.74,4.7,269667.67,983,274.33,489,195,50,13,679139.08,151.8,2.52,1.71,13582.78,63.4,259,9517,0,0,0,4513,163,716,Last Touch
2023-03-26,12,March,Q1,2023,Podcast,Earned,Product Launch,Retention,SMB Owner,868365,690587,56765,6.54,2.95,167698.71,6361,26.36,2739,1293,380,116,7379525.45,4300.5,44.0,11.21,19419.8,48.7,60,4492,0,0,0,1479,333,897,Last Touch
2023-12-23,51,December,Q4,2023,Trade Show,Earned,Lead Magnet,Lead Gen,Enterprise VP,1938642,1210221,21190,1.09,9.41,199309.8,1067,186.79,313,139,44,7,606891.86,204.5,3.04,5.04,13793.0,35.0,498,934,0,0,0,2835,3,834,Time Decay
2022-01-07,1,January,Q1,2022,Trade Show,Earned,Lead Magnet,Retention,CMO,4023220,3358066,133255,3.31,10.99,1464020.28,9417,155.47,4800,1388,256,72,3012720.42,105.8,2.06,7.07,11768.44,50.3,444,2052,0,0,0,579,121,559,First Touch
2023-10-29,43,October,Q4,2023,YouTube,Earned,ABM Enterprise,Upsell,CFO,3007502,2108241,31494,1.05,11.83,372465.81,1205,309.1,375,115,37,6,136020.34,-63.5,0.37,3.83,3676.23,70.8,213,371186,0,0,0,283,380,335,Data-Driven
2022-05-18,20,May,Q2,2022,Content,Owned,Brand Awareness Q1,Upsell,IT Manager,2468469,1849784,30164,1.22,6.5,195924.91,2489,78.72,850,404,125,29,2297032.14,1072.4,11.72,8.25,18376.26,60.4,459,3758,0,0,0,3292,387,364,Data-Driven
2022-01-21,3,January,Q1,2022,Content,Owned,Holiday Push,Upsell,Developer,256336,216079,6122,2.39,7.62,46667.56,395,118.15,224,54,9,4,28071.09,-39.8,0.6,6.46,3119.01,77.5,223,2826,0,0,0,1773,324,845,Data-Driven
2022-08-18,33,August,Q3,2022,LinkedIn,Earned,ABM Enterprise,Conversion,Enterprise VP,4329139,3172982,47678,1.1,1.42,67481.51,4632,14.57,1901,734,233,86,3524655.46,5123.1,52.23,9.72,15127.28,64.9,162,1966,0,0,0,578,462,165,Time Decay
